added_to_playlist_time,artist_name,artist_image,unique_artist_id,release_date,song_name,song_length_seconds,song_explicit,song_linkId,song_popularity,album_name,spotify_uri_album,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,tempo
2018-10-11T01:08:55Z,Gucci Mane,https://i.scdn.co/image/ab67616d00001e02b64fc7036d0fccef26f9f7e8,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,2018-09-14,Wake Up in the Sky,204.664,True,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,79,Wake Up in the Sky,spotify:album:7mkyc2BUahNfo0orKzqNGB,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,4,143.01
2018-10-11T01:08:46Z,Lil Uzi Vert,https://i.scdn.co/image/ab67616d00001e02099a7b2bba7b013c1292eacf,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,2018-09-18,New Patek,343.099,True,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,64,New Patek,spotify:album:64eE6FnNj7UJ9LEkN4EbvS,0Fpen1PTuEnCmOJtUU9Iud,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,4,145.063
2018-10-11T01:08:43Z,French Montana,https://i.scdn.co/image/ab67616d00001e02816673ed1db2aa75cfa91843,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,2018-09-20,No Stylist (feat. Drake),192.172,True,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,63,No Stylist,spotify:album:0DMvfJWc1DjSbmnJF1NW1o,04MLEeAMuV9IlHEsD8vF6A,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,4,147.055
2018-10-11T01:08:37Z,Lil Baby,https://i.scdn.co/image/ab67616d00001e02f69d27f92bb2af0eb9fa6004,spotify:artist:5f7VJjfbwm532GiveGC0ZK,2018-09-12,Drip Too Hard,145.603,True,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3,0,Drip Too Hard,spotify:album:0LfKQSbicPG4QTTVkS0fes,1BxkZE73h9BN3qwuA15TA3,0.9,0.653,1,-6.962,0,0.289,0.0945,0.0,0.528,0.399,4,112.503
2018-10-11T01:08:33Z,Young Thug,https://i.scdn.co/image/ab67616d00001e02ba2f79a5a79bbad7da3ec387,spotify:artist:50co4Is1HCEo8bhOyUWKpn,2018-09-24,Sin (feat. Jaden Smith),202.533,True,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx,55,On the Run,spotify:album:6VCDStheOuhrQaoYbHP2iO,1Jl21sidRpEdlVBvYbssLx,0.889,0.385,11,-11.767,0,0.165,0.00544,0.0,0.274,0.235,4,125.995
2018-10-11T01:08:13Z,Yung Pinch,https://i.scdn.co/image/ab67616d00001e027144f4e261df29a2c5e929a6,spotify:artist:61qMnYXa1GxSBoV3IiYKjZ,2018-10-05,When I Get Home (Hotel California),203.813,True,https://open.spotify.com/track/76ARBVsPT9Cg0aAO0CFno8,26,When I Get Home (Hotel California),spotify:album:03Z6oSuqK0CtGPu55d23sf,76ARBVsPT9Cg0aAO0CFno8,0.729,0.698,5,-4.986,0,0.0545,0.406,0.0,0.108,0.466,4,131.966
2018-10-11T01:08:00Z,Trey Songz,https://i.scdn.co/image/ab67616d00001e02282782aef94e9332a7b0713f,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,2018-10-05,How Dat Sound (feat. 2 Chainz & Yo Gotti),238.657,True,https://open.spotify.com/track/2ciMN5X2mLSwwnTX2V8oVS,33,How Dat Sound (feat. 2 Chainz & Yo Gotti),spotify:album:4jiVVydISiBMqixdvDbgzo,2ciMN5X2mLSwwnTX2V8oVS,0.767,0.625,5,-3.533,0,0.24,0.158,0.0,0.16,0.647,4,144.927
2018-10-11T01:07:48Z,Global Dan,https://i.scdn.co/image/ab67616d00001e029832459e2b13657bffcc8c95,spotify:artist:1lzugG0lqNh9nP6Fp2zG3c,2018-10-05,Poison,154.173,True,https://open.spotify.com/track/1NCkdMCiBT3lJcp4OK7hRk,39,Poison,spotify:album:2r2BeNJvD7zjF6Vqv8fasL,1NCkdMCiBT3lJcp4OK7hRk,0.573,0.793,8,-6.138,0,0.0653,0.0107,0.0,0.189,0.513,4,154.976
2018-10-11T01:07:26Z,Lil Mosey,https://i.scdn.co/image/ab67616d00001e02e836c172f8433146da85da14,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,2018-10-04,Yoppa (with BlocBoy JB),163.404,True,https://open.spotify.com/track/1iRdVQ01qr3HrCrBNnTnGh,0,Yoppa (with BlocBoy JB),spotify:album:64EiGnUzdOpeDuiDtonoae,1iRdVQ01qr3HrCrBNnTnGh,0.814,0.495,9,-7.405,0,0.0772,0.125,0.0,0.11,0.347,4,140.885
2018-10-11T01:07:08Z,Lil Pump,https://i.scdn.co/image/ab67616d00001e0204b8b7420cf11e7c332b1d56,spotify:artist:3wyVrVrFCkukjdVIdirGVY,2018-10-05,Multi Millionaire (feat. Lil Uzi Vert),170.958,True,https://open.spotify.com/track/7q8cy4uoA2itYATsKeXhcq,38,Multi Millionaire (feat. Lil Uzi Vert),spotify:album:68lx51m4UDlHBNaDucTN6E,7q8cy4uoA2itYATsKeXhcq,0.856,0.82,1,-3.813,1,0.0962,0.0226,0.0,0.168,0.723,4,146.009
